Node 1,Node 2,L2 Distance,Shortest Path
0,1,0.4164599198442323,1
2,5,0.14201004553667107,1
3,4,0.137959939789623,1
3,5,0.1276161319680631,1
4,5,0.23918198140268618,1
6,7,0.07015102298260234,1
6,8,0.13971336104310136,1
6,9,0.2717170062342466,1
6,11,0.07985655028436929,1
2,4,0.35464791473193874,1
6,13,0.17785104283307449,1
7,9,0.23632687044362938,1
7,10,0.33620073275458245,1
7,11,0.06580822885732149,1
8,9,0.3853976093836255,1
8,11,0.16648212112620384,1
9,10,0.5635928077301086,1
9,11,0.23280063077726743,1
10,11,0.34242955779195255,1
7,8,0.16278156643004024,1
2,3,0.24072126363229504,1
12,13,0.08931689072045723,1
1,4,0.3416446076910397,1
1,2,0.09859176388664977,1
0,5,0.31685366443259405,1
0,12,0.4461371401188428,1
0,2,0.4333896662355974,1
0,3,0.21771728568877668,1
0,4,0.12544335054063246,1
3,12,0.25830580607551273,2
8,10,0.19604877207569085,2
7,13,0.19835421038640066,2
8,13,0.09343005892106727,2
1,5,0.13885185954067486,2
4,12,0.3720331680650799,2
0,13,0.40592480970975414,2
11,13,0.20383054831627692,2
6,12,0.2127110940026166,2
9,13,0.418341222121682,2
6,10,0.30432549159444855,2
5,12,0.15549438651935604,2
1,3,0.2300780710857182,2
1,12,0.09007728492724676,2
2,12,0.10215218248310949,2
7,12,0.23734445927512948,3
5,13,0.13941071826223764,3
4,13,0.33640340675368335,3
3,13,0.2316990297659714,3
8,12,0.12058823610895882,3
1,13,0.10051303233630204,3
11,12,0.2406797482832945,3
10,13,0.16915655767214902,3
9,12,0.46077835034161446,3
2,13,0.1248058798034636,3
0,6,0.26138886686725965,3
5,6,0.12351430150304417,4
4,6,0.19574870223797144,4
0,11,0.23968675584568705,4
0,9,0.11739599634902205,4
2,6,0.2105368700371564,4
10,12,0.14374041022580875,4
0,8,0.3785656570579402,4
0,7,0.23925646321322983,4
3,6,0.12003643530564541,4
1,6,0.193815707723627,4
0,10,0.5457615609379072,5
1,11,0.22405460038139455,5
3,9,0.24798352223748255,5
1,9,0.4406446995059035,5
1,8,0.1226850674563388,5
1,7,0.22273831283802975,5
2,7,0.24090375342902007,5
2,8,0.14103738318358186,5
2,9,0.4584816680376611,5
2,11,0.24724966323813768,5
3,7,0.11684807733476832,5
3,8,0.20006887487064648,5
5,11,0.14417997568839755,5
5,7,0.14437634075284117,5
3,11,0.12405749489818983,5
4,7,0.17430156706314376,5
4,8,0.3007296895560696,5
4,9,0.16066121508697606,5
4,11,0.17415422469624448,5
5,8,0.13214684082899938,5
5,9,0.3420391279415507,5
2,10,0.14837881267600836,6
4,10,0.4682717506090163,6
1,10,0.16028277337488508,6
3,10,0.35773305825672913,6
5,10,0.25298156968116997,6
