Node 1,Node 2,L2 Distance,Shortest Path
0,1,0.4172077957962435,1
2,5,0.30491115663238694,1
3,4,0.17500849505119342,1
3,5,0.2143552282409972,1
4,5,0.11950817325266756,1
6,7,0.12015581541889678,1
6,8,0.09567958934715384,1
6,9,0.14033704506041877,1
6,11,0.14735331037031368,1
2,4,0.23622075533297576,1
6,13,0.24357628932933928,1
7,9,0.12104882669249628,1
7,10,0.14555009217437823,1
7,11,0.11562556595939324,1
8,9,0.16603054317085758,1
8,11,0.13409425123102778,1
9,10,0.2078959184728262,1
9,11,0.13338190645661055,1
10,11,0.18320017868839536,1
7,8,0.12599706912964284,1
2,3,0.1915913859691244,1
12,13,0.14791611502361732,1
1,4,0.1887438680630277,1
1,2,0.3774087993054746,1
0,5,0.3490280589873829,1
0,12,0.480293333204293,1
0,2,0.11470237666360712,1
0,3,0.2337813536988141,1
0,4,0.27019648840890886,1
3,12,0.3178887244525669,2
8,10,0.09324953618635322,2
7,13,0.17018151354706545,2
8,13,0.2503666834515528,2
1,5,0.15510892776271779,2
4,12,0.2692127036219123,2
0,13,0.48217336558197615,2
11,13,0.22455186363889304,2
6,12,0.27278393636402054,2
9,13,0.22079728532004197,2
6,10,0.1254357075782251,2
5,12,0.2311314052373887,2
1,3,0.24581996913816825,2
1,12,0.127627452376399,2
2,12,0.43486636688234465,2
7,12,0.204495488489722,3
5,13,0.2665560129793549,3
4,13,0.2886989289750199,3
3,13,0.3151448425914662,3
8,12,0.28246929049532093,3
1,13,0.16788957985202654,3
11,12,0.2600195204435621,3
10,13,0.2614690331089325,3
9,12,0.26166927203150925,3
2,13,0.4454637002254729,3
0,6,0.6728764824911925,3
5,6,0.4149682884212479,4
4,6,0.47092742698249546,4
0,11,0.6092742610942711,4
0,9,0.5898651978714883,4
2,6,0.6279426659163717,4
10,12,0.290492783441448,4
0,8,0.690487886511849,4
0,7,0.5928570654389302,4
3,6,0.48018436673308096,4
1,6,0.31498130600364205,4
0,10,0.719588161790708,5
1,11,0.3042058809185154,5
3,9,0.40980908083484435,5
1,9,0.2868937119823472,5
1,8,0.328429011028624,5
1,7,0.24292451050114316,5
2,7,0.5428504347681598,5
2,8,0.6437483963236258,5
2,9,0.5413030618533484,5
2,11,0.5662387402704004,5
3,7,0.4069733664592439,5
3,8,0.49556183950373944,5
5,11,0.3769927557639669,5
5,7,0.3309877436266183,5
3,11,0.42418897049982335,5
4,7,0.3913711920661581,5
4,8,0.485690438586713,5
4,9,0.4084502479272642,5
4,11,0.4369299343900388,5
5,8,0.42007522697576444,5
5,9,0.3562398218188275,5
2,10,0.6751519128908767,6
4,10,0.5066996880977959,6
1,10,0.3459213268018756,6
3,10,0.5367383638601959,6
5,10,0.44217884753643516,6
