Node 1,Node 2,L2 Distance,Shortest Path
0,1,0.2967939290648648,1
2,5,0.06637234307420527,1
3,4,0.28887860674082894,1
3,5,0.1257619374978872,1
4,5,0.3456520966383539,1
6,7,0.2714588948422947,1
6,8,0.13532052645847945,1
6,9,0.1230180942829142,1
6,11,0.170764144482968,1
2,4,0.27941188233518266,1
6,13,0.2660536217099854,1
7,9,0.23190706443745948,1
7,10,0.2353979017238683,1
7,11,0.1473570491832678,1
8,9,0.2129832453504265,1
8,11,0.20170748261777496,1
9,10,0.3239123889943081,1
9,11,0.0877297385383086,1
10,11,0.2884296439965906,1
7,8,0.21771266746792656,1
2,3,0.09758587484980849,1
12,13,0.41616136316813457,1
1,4,0.5076118778121724,1
1,2,0.23057217318594625,1
0,5,0.1618111476530898,1
0,12,0.08578884755048294,1
0,2,0.10966814865625302,1
0,3,0.06112808782026893,1
0,4,0.22878860871678025,1
3,12,0.03821601060946189,2
8,10,0.12346431315971428,2
7,13,0.0074102701705133864,2
8,13,0.21556549857525903,2
1,5,0.16739951050373472,2
4,12,0.3133525627116523,2
0,13,0.49635331434630314,2
11,13,0.14003284648967185,2
6,12,0.6572621966741735,2
9,13,0.22478503957336657,2
6,10,0.2587848108545014,2
5,12,0.15180740962973452,2
1,3,0.2395757881083196,2
1,12,0.2396029563982047,2
2,12,0.1338518433388573,2
7,12,0.408910888218399,3
5,13,0.5132888207710061,3
4,13,0.703374916953967,3
3,13,0.4529592684464272,3
8,12,0.5505536575691419,3
1,13,0.4359253684473983,3
11,12,0.5560649634972158,3
10,13,0.23724161199924437,3
9,12,0.6405008061499687,3
2,13,0.5344497282365199,3
0,6,0.7417867753199433,3
5,6,0.7229313030174376,4
4,6,0.959302008506706,4
0,11,0.6356422553003852,4
0,9,0.7211288682792834,4
2,6,0.7588411385317023,4
10,12,0.4664269683887929,4
0,8,0.6362697826250748,4
0,7,0.4892221118602061,4
3,6,0.6910268638598811,4
1,6,0.6007223164333085,4
0,10,0.551562990448199,5
1,11,0.5618513904085314,5
3,9,0.6769645013061781,5
1,9,0.6300812546013409,5
1,8,0.46972490779178394,5
1,7,0.429003484946218,5
2,7,0.5270596220327355,5
2,8,0.6413233977282367,5
2,9,0.7557148543370641,5
2,11,0.6740981421770053,5
3,7,0.4456740140673702,5
3,8,0.5816682289456099,5
5,11,0.6510489447761129,5
5,7,0.5058868205787634,5
3,11,0.5929561956150914,5
4,7,0.696672209280663,5
4,8,0.8603580644220171,5
4,9,0.9261430336918806,5
4,11,0.8387896873805734,5
5,8,0.6004374514059645,5
5,9,0.7295257001496862,5
2,10,0.5414789669422904,6
4,10,0.779770100852809,6
1,10,0.3531054282562079,6
3,10,0.49334543722742835,6
5,10,0.4946104146534826,6
