Node 1,Node 2,L2 Distance,Shortest Path
0,1,0.3979882763936897,1
2,5,0.11445823796234851,1
3,4,0.13735595090447858,1
3,5,0.09633431720781463,1
4,5,0.12974027194997279,1
6,7,0.11842519359148206,1
6,8,0.3039685144401966,1
6,9,0.08071622508833029,1
6,11,0.1093083937415604,1
2,4,0.09875470933799615,1
6,13,0.12625023633819463,1
7,9,0.1199136614059049,1
7,10,0.14502637902629992,1
7,11,0.11586543116175765,1
8,9,0.28497424860567666,1
8,11,0.25507045161794023,1
9,10,0.2243353903542863,1
9,11,0.12804890456192897,1
10,11,0.20425602928927217,1
7,8,0.20923011229753716,1
2,3,0.10277114208042885,1
12,13,0.20087278478008141,1
1,4,0.31602712960818113,1
1,2,0.3059451969824171,1
0,5,0.1658669547254654,1
0,12,0.10629153130778998,1
0,2,0.15387225894757633,1
0,3,0.20126712238639594,1
0,4,0.13886831281864875,1
3,12,0.19936188052336073,2
8,10,0.12247720071327561,2
7,13,0.14815877188202528,2
8,13,0.2775621292272237,2
1,5,0.267304737143268,2
4,12,0.13834860915851518,2
0,13,0.23292045656760166,2
11,13,0.11493744846171763,2
6,12,0.26460146277463187,2
9,13,0.15860098787882754,2
6,10,0.23991985481985442,2
5,12,0.1908033016203464,2
1,3,0.22674667196591639,2
1,12,0.4024323385447682,2
2,12,0.1456565455155136,2
7,12,0.17913436967078344,3
5,13,0.3608721549347907,3
4,13,0.29078127377705754,3
3,13,0.3763729853353685,3
8,12,0.15447037191007504,3
1,13,0.575658367046897,3
11,12,0.21937377512119105,3
10,13,0.23163182114068442,3
9,12,0.25746699849550214,3
2,13,0.30802059141484356,3
0,6,0.2940116076881149,3
5,6,0.4039551887289351,4
4,6,0.3363777952056558,4
0,11,0.24717728114612392,4
0,9,0.2789577169809432,4
2,6,0.35169363544553944,4
10,12,0.159064398325901,4
0,8,0.18206317986070109,4
0,7,0.2157182623255389,4
3,6,0.4193614256078395,4
1,6,0.6247919023613463,4
0,10,0.18841057237732173,5
1,11,0.5637844454125619,5
3,9,0.40073279898845776,5
1,9,0.6079458575637143,5
1,8,0.3439759418514179,5
1,7,0.5213105570089004,5
2,7,0.2456347216312873,5
2,8,0.13569999458084,5
2,9,0.3366106513872815,5
2,11,0.2927830727151076,5
3,7,0.3135701613505917,5
3,8,0.15991319527607248,5
5,11,0.35318659012579395,5
5,7,0.29902741971310526,5
3,11,0.36388347881276867,5
4,7,0.24067591806015845,5
4,8,0.15575119519196026,5
4,9,0.31862726815971365,5
4,11,0.27739761835416343,5
5,8,0.18677653061402977,5
5,9,0.38682512455172247,5
2,10,0.16477618800482063,6
4,10,0.1599035693066171,6
1,10,0.4076799009840073,6
3,10,0.21291869497752627,6
5,10,0.22157864114743006,6
