Node 1,Node 2,L2 Distance,Shortest Path
0,1,0.455500915181501,1
2,5,0.26455597035566975,1
3,4,0.22738345656406134,1
3,5,0.07926849447012604,1
4,5,0.21715725769340516,1
6,7,0.10729011828393145,1
6,8,0.18146680911588214,1
6,9,0.09511052084438398,1
6,11,0.08800207162595662,1
2,4,0.11068626645962006,1
6,13,0.13275790757487854,1
7,9,0.10256196992769787,1
7,10,0.10641708260636543,1
7,11,0.10698554678544203,1
8,9,0.15380801726122728,1
8,11,0.1539364993164389,1
9,10,0.11084682371588278,1
9,11,0.095934160694666,1
10,11,0.07595229680562661,1
7,8,0.19640503017473865,1
2,3,0.28397034925776743,1
12,13,0.11948388134041342,1
1,4,0.36077289076107266,1
1,2,0.41125813621478535,1
0,5,0.3241911652332926,1
0,12,0.2243593048729426,1
0,2,0.11447983554499895,1
0,3,0.34513027925744855,1
0,4,0.16967828475323535,1
3,12,0.19184756947929887,2
8,10,0.18289977824199238,2
7,13,0.180179090826211,2
8,13,0.25064075150238435,2
1,5,0.16257515361804492,2
4,12,0.200863952507935,2
0,13,0.25510148027830026,2
11,13,0.1682624141142638,2
6,12,0.1794225041161504,2
9,13,0.14364873438742856,2
6,10,0.09152885985441968,2
5,12,0.15717362621715514,2
1,3,0.1644588184175069,2
1,12,0.2638560331998776,2
2,12,0.20323934100665647,2
7,12,0.225072318273283,3
5,13,0.22960536660805644,3
4,13,0.25731261742110506,3
3,13,0.25244439022241794,3
8,12,0.2754568800491467,3
1,13,0.30510675464264786,3
11,12,0.19399110034290235,3
10,13,0.1521718212689524,3
9,12,0.18533190150511056,3
2,13,0.24132596371839068,3
0,6,0.30858682610772614,3
5,6,0.27618129510254674,4
4,6,0.32837279841637307,4
0,11,0.3357582639155439,4
0,9,0.3217465584194026,4
2,6,0.31239761575865144,4
10,12,0.18143697930256664,4
0,8,0.4487347187398586,4
0,7,0.3215261371048084,4
3,6,0.287850045335408,4
1,6,0.3195235300364856,4
0,10,0.3108361508009807,5
1,11,0.2892420409092684,5
3,9,0.28169192219097516,5
1,9,0.296137509896985,5
1,8,0.2800945327858916,5
1,7,0.35776559738227337,5
2,7,0.3443559386944706,5
2,8,0.43919111028433855,5
2,9,0.32348811922909937,5
2,11,0.337146882016533,5
3,7,0.3375826095965911,5
3,8,0.31963225401544887,5
5,11,0.26625610458504045,5
5,7,0.32535968619762956,5
3,11,0.27658730793293534,5
4,7,0.36342644595893125,5
4,8,0.43637004213797714,5
4,9,0.33401074866939534,5
4,11,0.3411220668551068,5
5,8,0.3111424606481732,5
5,9,0.2693948168646717,5
2,10,0.31592846313597645,6
4,10,0.33278667715473526,6
1,10,0.31205254810872624,6
3,10,0.2897669939786421,6
5,10,0.27196726472432303,6
