Node 1,Node 2,L2 Distance,Shortest Path
0,1,0.410173056104396,1
2,5,0.1156829264947602,1
3,4,0.12066264163188745,1
3,5,0.11621889775058528,1
4,5,0.08721124537131036,1
6,7,0.10638835579368447,1
6,8,0.1960341292010536,1
6,9,0.12160243492759448,1
6,11,0.08670841229778405,1
2,4,0.136163600687968,1
6,13,0.14794573877076647,1
7,9,0.08959255001902029,1
7,10,0.21306151149075725,1
7,11,0.15114075961639103,1
8,9,0.256758382128593,1
8,11,0.13016152243470133,1
9,10,0.22760158107199882,1
9,11,0.1587044629884278,1
10,11,0.11146576821218074,1
7,8,0.24701620880091685,1
2,3,0.1746118313683242,1
12,13,0.09797142767664829,1
1,4,0.19050959181900867,1
1,2,0.29486040223928356,1
0,5,0.21065526358700606,1
0,12,0.11220649150944922,1
0,2,0.15656376234050493,1
0,3,0.24705662888939045,1
0,4,0.2565765783189559,1
3,12,0.28161726118378483,2
8,10,0.09997972310922783,2
7,13,0.20656472507814846,2
8,13,0.2095184430640443,2
1,5,0.23219883671979713,2
4,12,0.311610828276132,2
0,13,0.1559998867037421,2
11,13,0.14234983987678598,2
6,12,0.2043510681106781,2
9,13,0.19830602369631595,2
6,10,0.16436780238318238,2
5,12,0.27277563329352406,2
1,3,0.20011104443016134,2
1,12,0.45144523103975537,2
2,12,0.22343805600330982,2
7,12,0.2470510261166389,3
5,13,0.2740754439971169,3
4,13,0.31079303289904425,3
3,13,0.26543561532991494,3
8,12,0.26265429750235414,3
1,13,0.43658476116950645,3
11,12,0.20523577118705916,3
10,13,0.1799831671714135,3
9,12,0.22846824581755942,3
2,13,0.24459301023365584,3
0,6,0.2718743132820585,3
5,6,0.36953697260627105,4
4,6,0.40437579341058016,4
0,11,0.2691463167133067,4
0,9,0.30626714959635265,4
2,6,0.36241777628683586,4
10,12,0.22515189601257657,4
0,8,0.30088347641531177,4
0,7,0.3211125853625611,4
3,6,0.336644278777262,4
1,6,0.5067343781000899,4
0,10,0.2618879880987671,5
1,11,0.44988378952453,5
3,9,0.40503041428828856,5
1,9,0.5767390344974195,5
1,8,0.36023938922319676,5
1,7,0.572053686999577,5
2,7,0.42978838349111087,5
2,8,0.317959293526822,5
2,9,0.415754553742984,5
2,11,0.33525019499250364,5
3,7,0.4019433800396818,5
3,8,0.22593527391724308,5
5,11,0.3350773556675721,5
5,7,0.43793898461159525,5
3,11,0.28801603508043366,5
4,7,0.47238898875803975,5
4,8,0.31308902068536315,5
4,9,0.4714325463720329,5
4,11,0.3659800823864426,5
5,8,0.30054093857210706,5
5,9,0.4408306744707118,5
2,10,0.3087690507564256,6
4,10,0.3252256491814465,6
1,10,0.39091676588120394,6
3,10,0.23709509747881757,6
5,10,0.2952272310301829,6
