Node 1,Node 2,L2 Distance,Shortest Path
0,1,0.3132871559095547,1
2,5,0.35019273255107675,1
3,4,0.29384849865294255,1
3,5,0.14199442461135015,1
4,5,0.28408207486749315,1
6,7,0.2546161275702308,1
6,8,0.18315614915142756,1
6,9,0.16896470623671678,1
6,11,0.23332372082000147,1
2,4,0.16055529219072787,1
6,13,0.15176429732097726,1
7,9,0.16755135104050942,1
7,10,0.21460658661206092,1
7,11,0.11298642013821841,1
8,9,0.21932826372234832,1
8,11,0.34318923298811393,1
9,10,0.10268049573107833,1
9,11,0.15226785904664844,1
10,11,0.19634473611484973,1
7,8,0.36817884791342914,1
2,3,0.33566700076639405,1
12,13,0.22957885368922812,1
1,4,0.24931648189588262,1
1,2,0.300486690278305,1
0,5,0.3863484636241299,1
0,12,0.3251835568473161,1
0,2,0.11753559614317531,1
0,3,0.36671333198615025,1
0,4,0.20270789553109572,1
3,12,0.14619971456027672,2
8,10,0.2011808118985009,2
7,13,0.3231550331500192,2
8,13,0.1542557051198107,2
1,5,0.14419603881237517,2
4,12,0.24524587016484092,2
0,13,0.24583248004250294,2
11,13,0.28331249660299135,2
6,12,0.3182809726158477,2
9,13,0.1966584645490501,2
6,10,0.11720239551417029,2
5,12,0.13256992361440806,2
1,3,0.11344276992538752,2
1,12,0.1466110926044479,2
2,12,0.27616916226820115,2
7,12,0.496498672018073,3
5,13,0.285297698222348,3
4,13,0.15710144660177383,3
3,13,0.3251270835676634,3
8,12,0.19025245682290157,3
1,13,0.2925720747562726,3
11,12,0.4769139501085075,3
10,13,0.15902943002611186,3
9,12,0.3531951142870043,3
2,13,0.19767359095250936,3
0,6,0.2385609965060458,3
5,6,0.3764164805839935,4
4,6,0.21465621476384047,4
0,11,0.3085646512037754,4
0,9,0.21643207144069382,4
2,6,0.1910413630845163,4
10,12,0.31332019504084,4
0,8,0.27471039920630164,4
0,7,0.27146706173701735,4
3,6,0.37746439458836956,4
1,6,0.3664646755203289,4
0,10,0.2177814243443219,5
1,11,0.5143624664011265,5
3,9,0.4263176796558177,5
1,9,0.3947703216349729,5
1,8,0.24677127320038694,5
1,7,0.5262541108999339,5
2,7,0.27837581586985966,5
2,8,0.213998762830279,5
2,9,0.1989677558055827,5
2,11,0.3038888598128927,5
3,7,0.5567344079189649,5
3,8,0.25545064087871927,5
5,11,0.5419170232254472,5
5,7,0.5697004540200227,5
3,11,0.5450644994184398,5
4,7,0.3487785038215802,5
4,8,0.20573567014433838,5
4,9,0.26144486788980964,5
4,11,0.3429368798686283,5
5,8,0.2649952574678649,5
5,9,0.4311046597618958,5
2,10,0.1858856993545496,6
4,10,0.24742250243561117,6
1,10,0.37489244376642217,6
3,10,0.39151527627225025,6
5,10,0.39194265786589244,6
