Node 1,Node 2,L2 Distance,Shortest Path
0,1,0.4061888265962655,1
2,5,0.20920514352988553,1
3,4,0.1293130125323608,1
3,5,0.24256712944201947,1
4,5,0.1810804296111982,1
6,7,0.22439329905770364,1
6,8,0.22583861375211406,1
6,9,0.2168450584439786,1
6,11,0.12276861364343454,1
2,4,0.13417539261244624,1
6,13,0.6080387396384708,1
7,9,0.3654018509435913,1
7,10,0.2278402962333582,1
7,11,0.2841049376127013,1
8,9,0.10892686514275302,1
8,11,0.20488196651934848,1
9,10,0.30003590117025813,1
9,11,0.1863189761911046,1
10,11,0.1607702537115386,1
7,8,0.3871004468064794,1
2,3,0.09762100746166988,1
12,13,0.2520438738119282,1
1,4,0.22483386940696237,1
1,2,0.3278531558947037,1
0,5,0.2958061707572344,1
0,12,0.35471297951351327,1
0,2,0.1286660273871938,1
0,3,0.14501959323729155,1
0,4,0.21819879023074848,1
3,12,0.30434428536323166,2
8,10,0.32697086218499904,2
7,13,0.47828063523726316,2
8,13,0.8151416023216268,2
1,5,0.25880073679110516,2
4,12,0.3620253429398932,2
0,13,0.5678860326476151,2
11,13,0.6469014579201139,2
6,12,0.7070800166961609,2
9,13,0.7868603742665483,2
6,10,0.14426387474592664,2
5,12,0.49418863314066747,2
1,3,0.3024141299757277,2
1,12,0.41059809289150156,2
2,12,0.3617672853984246,2
7,12,0.6346614357267844,3
5,13,0.6392415487859421,3
4,13,0.5134642736211625,3
3,13,0.491755746950247,3
8,12,0.9159476201472805,3
1,13,0.46943752658241217,3
11,12,0.7307916451644176,3
10,13,0.519722404663717,3
9,12,0.8846288917176636,3
2,13,0.5537840947092016,3
0,6,0.8469803452947312,3
5,6,0.679932976329513,4
4,6,0.6715884968574939,4
0,11,0.8431078600066868,4
0,9,0.9960417887807612,4
2,6,0.770387834630928,4
10,12,0.6041486903386414,4
0,8,1.0276473282248944,4
0,7,0.8516123828730416,4
3,6,0.7335801295717377,4
1,6,0.46410982637215825,4
0,10,0.7403423597827592,5
1,11,0.45130403823533616,5
3,9,0.8841469348740875,5
1,9,0.6054828818234925,5
1,8,0.6334597724243133,5
1,7,0.5144774420396943,5
2,7,0.7908145360628179,5
2,8,0.9444447873427753,5
2,9,0.9129922218916722,5
2,11,0.7606892776278097,5
3,7,0.7413410434168012,5
3,8,0.9174777066459447,5
5,11,0.6550801365443917,5
5,7,0.7514185560140567,5
3,11,0.7299578162652938,5
4,7,0.6985843205528222,5
4,8,0.8410131004750179,5
4,9,0.8116770282835906,5
4,11,0.6580028742321397,5
5,8,0.8255756940783131,5
5,9,0.7960386519100454,5
2,10,0.6646775942046688,6
4,10,0.5635460681480127,6
1,10,0.36446369378790705,6
3,10,0.6268881397270281,6
5,10,0.5866207587977316,6
